Date,Region,Sales Rep,Customer,Product,COGS,Sales
10/2/2005,MidWest,Jon,ExcelIsVeryFun.com,NBK Item,$167.96 ,$390.61 
9/30/2005,MidWest,Luke,ExcelIsVeryFun.com,BFX Item,$472.38 ,"$1,049.73 "
9/28/2005,MidWest,Jeri,Yahoo,UNF Item,"$1,000.48 ","$1,333.97 "
9/28/2005,MidWest,Rhonda,Sherman Williams,DCC Item,"$1,013.12 ","$1,151.27 "
9/26/2005,MidWest,Jeri,ExcelIsVeryFun.com,BYJ Item,$403.84 ,$939.16 
8/28/2005,MidWest,Steven,Yahoo,WFJ Item,$489.08 ,"$1,086.84 "
7/26/2005,MidWest,Chin,Solar and Wind Inc.,KNK Item,$944.05 ,"$1,600.08 "
7/8/2005,MidWest,Jeri,Whole Foods,NNC Item,$558.38 ,$597.20 
7/5/2005,MidWest,Troung,Home Depot,ZJD Item,$700.90 ,$749.63 
6/24/2005,MidWest,Chin,The Economist,NXJ Item,$555.74 ,$941.93 
6/18/2005,MidWest,Jon,Peet's Coffee,OVC Item,$175.80 ,$297.96 
5/30/2005,MidWest,Troung,Amazon.com,FAX Item,"$1,004.52 ","$1,731.93 "
5/18/2005,MidWest,Rhonda,Whole Foods,HSH Item,$567.88 ,$607.36 
5/5/2005,MidWest,Troung,Sherman Williams,PYI Item,$742.98 ,"$1,727.85 "
4/27/2005,MidWest,Rhonda,Google,OPN Item,$73.77 ,$134.13 
4/21/2005,MidWest,Chin,Nature Company,CSJ Item,$731.82 ,"$1,977.89 "
3/26/2005,MidWest,Jeri,Sherman Williams,IEW Item,$720.08 ,"$1,674.60 "
3/26/2005,MidWest,Sheliadawn,McLendon's Hardware,GQY Item,$578.61 ,$980.69 
3/16/2005,MidWest,Rhonda,Amazon.com,ABM Item,$335.06 ,$609.20 
3/5/2005,MidWest,Jeri,Office Depot,QSQ Item,$796.03 ,"$1,447.32 "
2/24/2005,MidWest,Luke,Amazon.com,KMR Item,$655.19 ,"$1,191.25 "
2/1/2005,MidWest,Chin,The Economist,FPK Item,"$1,760.20 ","$1,882.57 "
1/24/2005,MidWest,Chin,Costco,AZL Item,$114.03 ,$253.39 
12/5/2004,MidWest,Steven,Nature Company,YEK Item,$505.13 ,$673.50 
10/28/2004,MidWest,Rhonda,Costco,RLL Item,$499.14 ,"$1,109.19 "
10/13/2004,MidWest,Rhonda,Whole Foods,OHC Item,"$1,108.81 ","$1,185.89 "
9/30/2004,MidWest,Jon,Peet's Coffee,LRH Item,$500.89 ,"$1,353.75 "
9/30/2004,MidWest,Jeri,Whole Foods,CBL Item,$444.07 ,$807.40 
7/23/2004,MidWest,Troung,Nature Company,SAG Item,$829.33 ,$942.42 
7/22/2004,MidWest,Jeri,Peet's Coffee,RAR Item,$704.27 ,"$1,214.26 "
7/8/2004,MidWest,Chin,Sherman Williams,ERC Item,"$1,676.63 ","$1,905.26 "
6/28/2004,MidWest,Sheliadawn,Yahoo,VGE Item,$844.62 ,$903.34 
6/12/2006,North,Sheliadawn,ExcelIsVeryFun.com,DQI Item,"$3,786.49 ","$8,805.80 "
6/10/2006,North,Chin,Google,TEK Item,"$2,681.74 ","$5,959.42 "
6/8/2006,North,Sheliadawn,Home Depot,LZH Item,"$2,605.35 ","$5,789.67 "
6/7/2006,North,Rhonda,Whole Foods,MDI Item,"$3,401.72 ","$9,193.84 "
6/3/2006,North,Rhonda,Peet's Coffee,ZLR Item,"$1,291.46 ","$1,721.95 "
5/29/2006,North,Sheliadawn,McLendon's Hardware,YPW Item,$295.79 ,$336.12 
5/28/2006,North,Jon,Nature Company,TYA Item,"$5,262.21 ","$9,567.65 "
5/27/2006,North,Jeri,Sherman Williams,QAG Item,"$5,422.67 ","$7,230.22 "
5/27/2006,North,Sheliadawn,Office Depot,KTI Item,"$1,067.16 ","$1,808.75 "
5/27/2006,North,Steven,Yahoo,HPF Item,$87.25 ,$193.88 
5/25/2006,North,Rhonda,McLendon's Hardware,IVZ Item,"$2,580.64 ","$6,974.70 "
5/15/2006,North,Rhonda,Office Depot,YUT Item,"$3,605.04 ","$6,554.62 "
5/13/2006,North,Rhonda,Nature Company,OAP Item,"$2,666.14 ","$7,205.78 "
5/12/2006,North,Sheliadawn,Home Depot,MJU Item,"$1,122.26 ","$1,902.13 "
5/11/2006,North,Troung,McLendon's Hardware,FZS Item,"$2,293.85 ","$3,058.46 "
5/10/2006,North,Chin,Whole Foods,BPF Item,"$3,475.93 ","$6,319.87 "
5/10/2006,North,Luke,Amazon.com,NDS Item,"$2,236.34 ","$3,790.41 "
5/10/2006,North,Rhonda,Amazon.com,EKN Item,"$2,127.26 ","$3,128.32 "
5/6/2006,North,Jeri,Home Depot,RJA Item,"$1,558.41 ","$3,463.14 "
5/3/2006,North,Jeri,ExcelIsVeryFun.com,GTC Item,"$4,468.62 ","$7,573.93 "
5/3/2006,North,Sheliadawn,Whole Foods,YHW Item,"$3,904.16 ","$5,205.54 "
5/2/2006,North,Jon,Google,KWB Item,"$2,420.24 ","$5,378.32 "
5/1/2006,North,Luke,Solar and Wind Inc.,KJJ Item,"$6,605.50 ","$8,807.33 "
4/30/2006,North,Steven,Amazon.com,RPP Item,"$3,233.73 ","$5,480.89 "
4/30/2006,North,Jeri,Whole Foods,CYN Item,$730.46 ,$973.95 
4/28/2006,North,Luke,Home Depot,ZWZ Item,"$3,290.58 ","$3,739.30 "
4/21/2006,North,Jon,Office Depot,UGS Item,"$3,303.20 ","$7,681.86 "
4/21/2006,North,Troung,Sherman Williams,QMX Item,"$3,122.13 ","$3,547.87 "
4/18/2006,North,Troung,McLendon's Hardware,ASO Item,"$3,239.99 ","$3,465.23 "
4/16/2006,North,Jon,Peet's Coffee,YDS Item,"$4,473.25 ","$5,964.33 "
4/10/2006,North,Luke,ExcelIsVeryFun.com,ZXT Item,"$8,220.26 ","$9,341.21 "
4/9/2006,North,Jeri,The Economist,QAG Item,"$1,126.71 ","$2,048.56 "
4/6/2006,North,Sheliadawn,McLendon's Hardware,AYM Item,"$4,686.96 ","$8,521.74 "
3/31/2006,North,Chin,Google,XSM Item,"$4,454.00 ","$5,938.66 "
3/31/2006,North,Rhonda,McLendon's Hardware,WBN Item,$892.65 ,"$1,312.72 "
3/28/2006,North,Chin,Yahoo,MYJ Item,"$6,103.36 ","$6,935.64 "
3/27/2006,North,Jon,Amazon.com,WOD Item,"$3,377.26 ","$5,724.17 "
3/22/2006,North,Luke,Whole Foods,BMX Item,"$4,458.37 ","$4,768.31 "
3/22/2006,North,Luke,Nature Company,MNS Item,$899.54 ,"$1,524.64 "
3/21/2006,North,Steven,ExcelIsVeryFun.com,MGO Item,"$2,464.91 ","$4,481.65 "
3/20/2006,North,Steven,Google,MNF Item,$699.24 ,"$1,889.85 "
3/17/2006,North,Jeri,Sherman Williams,TAA Item,"$6,362.74 ","$6,805.07 "
3/12/2006,North,Sheliadawn,Nature Company,SNA Item,"$4,265.70 ","$4,847.39 "
3/8/2006,North,Troung,ExcelIsVeryFun.com,QNH Item,"$4,014.97 ","$9,337.15 "
3/7/2006,North,Chin,ExcelIsVeryFun.com,FMP Item,"$2,672.18 ","$4,858.51 "
3/5/2006,North,Jeri,Whole Foods,QXM Item,"$1,032.29 ","$2,789.98 "
3/5/2006,North,Troung,Amazon.com,TKB Item,$755.30 ,"$1,373.27 "
3/2/2006,North,Sheliadawn,Solar and Wind Inc.,PUD Item,"$3,827.04 ","$8,504.53 "
3/2/2006,North,Jon,The Economist,FOB Item,"$2,450.76 ","$3,604.06 "
3/2/2006,North,Troung,Home Depot,WTJ Item,"$2,916.71 ","$3,119.48 "
3/1/2006,North,Rhonda,Sherman Williams,FCV Item,"$4,976.13 ","$7,317.84 "
3/1/2006,North,Troung,The Economist,IME Item,"$1,843.84 ","$3,352.44 "
2/28/2006,North,Luke,Google,TVY Item,$213.42 ,$496.33 
2/28/2006,North,Troung,Office Depot,MDM Item,$125.90 ,$340.27 
2/26/2006,North,Jeri,ExcelIsVeryFun.com,AOV Item,"$2,746.34 ","$4,038.74 "
2/20/2006,North,Steven,Solar and Wind Inc.,SWY Item,"$2,423.79 ","$5,386.20 "
2/19/2006,North,Troung,ExcelIsVeryFun.com,GHH Item,"$7,657.57 ","$8,701.78 "
2/18/2006,North,Chin,Amazon.com,GCY Item,"$3,718.97 ","$4,958.62 "
2/11/2006,North,Sheliadawn,Peet's Coffee,LES Item,"$4,972.22 ","$9,040.40 "
2/11/2006,North,Luke,Office Depot,VJU Item,"$2,623.23 ","$7,089.82 "
2/10/2006,North,Steven,Whole Foods,TYZ Item,"$2,542.44 ","$5,912.65 "
2/6/2006,North,Rhonda,Home Depot,KFE Item,"$1,297.01 ","$2,236.23 "
2/4/2006,North,Chin,Yahoo,AIL Item,"$1,142.98 ","$2,658.10 "
1/29/2006,North,Rhonda,Yahoo,ZCN Item,$429.60 ,$459.47 
1/26/2006,North,Troung,McLendon's Hardware,DNN Item,"$6,053.60 ","$8,071.46 "
1/26/2006,North,Troung,Whole Foods,MFN Item,"$1,404.80 ","$3,121.78 "
1/23/2006,North,Jon,Office Depot,IZG Item,"$6,394.51 ","$9,403.69 "
1/21/2006,North,Steven,The Economist,BCY Item,"$7,438.07 ","$8,452.35 "
1/21/2006,North,Jon,Amazon.com,ZWS Item,$600.02 ,$882.38 
1/20/2006,North,Jon,Sherman Williams,KAB Item,"$5,095.41 ","$6,793.88 "
1/19/2006,North,Chin,The Economist,GWO Item,$913.62 ,"$2,469.24 "
1/17/2006,North,Luke,Office Depot,ZQG Item,$259.30 ,$471.45 
1/11/2006,North,Jon,Costco,GIV Item,"$3,163.78 ","$4,218.37 "
1/11/2006,North,Jeri,Amazon.com,BZE Item,"$3,249.56 ","$3,475.47 "
1/10/2006,North,Jon,McLendon's Hardware,GDW Item,"$7,176.73 ","$7,675.65 "
1/8/2006,North,Luke,Whole Foods,CXC Item,"$4,349.10 ","$4,942.16 "
1/8/2006,North,Rhonda,Solar and Wind Inc.,SNK Item,"$2,173.22 ","$3,683.42 "
1/8/2006,North,Steven,Home Depot,XSR Item,"$1,194.39 ","$2,654.19 "
1/5/2006,North,Jon,Costco,GUS Item,"$3,253.49 ","$4,337.98 "
1/4/2006,North,Jeri,Sherman Williams,CCA Item,"$3,082.17 ","$7,167.84 "
1/3/2006,North,Jon,Google,RBN Item,"$4,448.69 ","$5,055.33 "
1/1/2006,North,Chin,Amazon.com,RSL Item,"$2,791.45 ","$4,731.27 "
12/31/2005,North,Sheliadawn,Costco,WKS Item,"$4,764.71 ","$8,663.10 "
12/31/2005,North,Troung,Costco,TTK Item,"$2,963.68 ","$5,023.18 "
12/27/2005,North,Steven,Costco,KCF Item,"$6,101.10 ","$8,972.20 "
12/26/2005,North,Sheliadawn,Google,JMU Item,"$8,598.61 ","$9,196.37 "
12/26/2005,North,Troung,Costco,XZK Item,"$1,063.79 ","$2,473.93 "
12/22/2005,North,Jon,Costco,SRQ Item,"$4,382.95 ","$4,980.62 "
12/20/2005,North,Chin,Sherman Williams,WGF Item,$608.66 ,"$1,049.42 "
12/18/2005,North,Steven,Costco,HSF Item,"$3,553.81 ","$9,604.89 "
12/17/2005,North,Steven,Whole Foods,UOA Item,"$8,077.53 ","$8,639.07 "
12/7/2005,North,Chin,Yahoo,UAL Item,"$5,858.10 ","$9,928.99 "
12/6/2005,North,Steven,Google,FPO Item,"$1,518.20 ","$2,024.27 "
12/3/2005,North,Steven,Nature Company,ICM Item,"$2,650.34 ","$6,163.58 "
12/3/2005,North,Troung,Google,DKL Item,"$2,314.61 ","$5,382.81 "
12/1/2005,North,Chin,ExcelIsVeryFun.com,PWQ Item,"$1,459.53 ","$1,560.99 "
11/29/2005,North,Troung,Whole Foods,UJD Item,$840.78 ,"$1,528.69 "
11/26/2005,North,Jon,McLendon's Hardware,KCB Item,"$3,184.46 ","$7,405.73 "
11/25/2005,North,Steven,Nature Company,MTA Item,"$3,202.85 ","$5,522.16 "
11/24/2005,North,Steven,Yahoo,HKX Item,"$3,269.84 ","$7,604.29 "
11/23/2005,North,Rhonda,ExcelIsVeryFun.com,KNN Item,"$1,103.67 ","$2,982.89 "
11/20/2005,North,Troung,Amazon.com,EUZ Item,"$6,202.68 ","$6,633.88 "
11/20/2005,North,Chin,Home Depot,FEK Item,"$1,531.21 ","$3,560.96 "
11/19/2005,North,Troung,Home Depot,ZIT Item,"$5,560.98 ","$5,947.57 "
11/19/2005,North,Jon,Office Depot,IWZ Item,$399.95 ,$533.27 
11/16/2005,North,Steven,Office Depot,ULZ Item,"$4,919.22 ","$8,944.04 "
11/15/2005,North,Jeri,Nature Company,ILH Item,"$4,854.34 ","$7,138.73 "
11/15/2005,North,Steven,McLendon's Hardware,GGY Item,"$2,345.62 ","$2,508.68 "
11/13/2005,North,Steven,Nature Company,OUO Item,"$3,653.64 ","$9,874.69 "
11/8/2005,North,Steven,The Economist,INO Item,"$3,336.16 ","$5,654.50 "
11/7/2005,North,Jon,Home Depot,XZA Item,"$5,885.69 ","$9,975.75 "
11/6/2005,North,Jon,Nature Company,HWP Item,"$2,922.29 ","$7,898.07 "
11/5/2005,North,Steven,The Economist,XIM Item,"$2,510.19 ","$5,837.66 "
11/3/2005,North,Jeri,The Economist,QZD Item,"$3,516.60 ","$6,393.82 "
11/3/2005,North,Sheliadawn,Sherman Williams,RZX Item,$785.95 ,"$1,429.00 "
11/1/2005,North,Jon,McLendon's Hardware,ULX Item,$42.48 ,$62.47 
10/21/2005,North,Chin,Yahoo,WKL Item,"$8,597.46 ","$9,195.14 "
10/20/2005,North,Chin,Google,CZE Item,"$5,027.10 ","$8,667.42 "
10/17/2005,North,Steven,Whole Foods,GRM Item,"$5,729.63 ","$7,639.51 "
10/16/2005,North,Troung,Amazon.com,KAJ Item,"$3,111.47 ","$8,409.39 "
10/15/2005,North,Troung,Amazon.com,UON Item,$926.09 ,"$2,057.98 "
10/12/2005,North,Chin,Solar and Wind Inc.,UJM Item,"$1,077.80 ","$2,395.12 "
10/9/2005,North,Jon,ExcelIsVeryFun.com,TBL Item,"$2,718.95 ","$6,323.13 "
10/9/2005,North,Luke,Costco,XAS Item,"$2,970.66 ","$3,177.18 "
10/7/2005,North,Chin,Sherman Williams,XNB Item,"$3,464.64 ","$6,299.34 "
10/4/2005,North,Troung,Whole Foods,MDC Item,"$8,748.78 ","$9,941.79 "
10/2/2005,North,Troung,Yahoo,YUZ Item,$96.99 ,$142.63 
9/30/2005,North,Chin,McLendon's Hardware,XCZ Item,$947.32 ,"$1,013.18 "
9/30/2005,North,Steven,Google,XXH Item,$610.90 ,$898.38 
9/26/2005,North,Troung,Solar and Wind Inc.,GMO Item,"$5,590.28 ","$7,453.70 "
9/25/2005,North,Jeri,Yahoo,GWY Item,"$4,152.54 ","$9,227.87 "
9/25/2005,North,Rhonda,Sherman Williams,TAC Item,"$3,753.76 ","$4,265.64 "
9/24/2005,North,Jon,The Economist,LOI Item,"$2,727.30 ","$3,636.40 "
9/21/2005,North,Chin,McLendon's Hardware,WMB Item,"$4,252.09 ","$7,731.08 "
9/20/2005,North,Sheliadawn,Peet's Coffee,FBX Item,"$1,458.19 ","$1,559.56 "
9/18/2005,North,Luke,Nature Company,FXK Item,"$5,347.43 ","$9,722.60 "
9/17/2005,North,Luke,The Economist,QOJ Item,"$4,906.85 ","$6,542.46 "
9/17/2005,North,Jeri,Peet's Coffee,GHF Item,"$1,575.67 ","$2,864.86 "
9/14/2005,North,Jeri,Nature Company,YCJ Item,"$4,949.87 ","$6,599.83 "
9/14/2005,North,Sheliadawn,McLendon's Hardware,VVT Item,"$3,607.24 ","$6,558.62 "
9/11/2005,North,Rhonda,Sherman Williams,RKL Item,"$5,649.90 ","$8,308.68 "
9/11/2005,North,Chin,Google,XUE Item,"$2,990.26 ","$8,081.79 "
9/10/2005,North,Luke,Costco,XTI Item,"$3,060.27 ","$5,564.13 "
9/9/2005,North,Steven,Solar and Wind Inc.,JCS Item,"$6,992.64 ","$7,946.18 "
9/7/2005,North,Jon,Costco,OEX Item,"$1,880.04 ","$5,081.19 "
9/6/2005,North,Chin,Office Depot,LXP Item,"$3,619.67 ","$9,782.88 "
9/4/2005,North,Chin,Home Depot,AEB Item,"$2,886.32 ","$4,976.42 "
9/2/2005,North,Jeri,ExcelIsVeryFun.com,WOP Item,"$4,413.16 ","$8,023.92 "
9/1/2005,North,Troung,Google,PXE Item,"$7,327.08 ","$9,769.44 "
8/30/2005,North,Troung,Yahoo,OIW Item,"$1,506.70 ","$3,503.96 "
8/25/2005,North,Troung,ExcelIsVeryFun.com,WJP Item,"$2,596.21 ","$5,769.35 "
8/24/2005,North,Luke,Costco,LMK Item,$923.91 ,"$1,049.90 "
8/24/2005,North,Rhonda,Whole Foods,KVV Item,$531.65 ,$916.64 
8/23/2005,North,Steven,The Economist,MRD Item,"$5,301.92 ","$8,986.30 "
8/7/2005,North,Steven,Google,IKX Item,"$4,037.37 ","$9,389.23 "
8/4/2005,North,Steven,Office Depot,HKD Item,"$4,911.25 ","$5,252.67 "
8/3/2005,North,Troung,Google,UKJ Item,"$2,838.27 ","$4,893.57 "
7/30/2005,North,Luke,McLendon's Hardware,XCL Item,"$5,237.02 ","$6,982.69 "
7/29/2005,North,Sheliadawn,Solar and Wind Inc.,BDC Item,$966.49 ,"$1,757.26 "
7/28/2005,North,Sheliadawn,Sherman Williams,DFR Item,"$2,898.20 ","$6,739.99 "
7/28/2005,North,Jeri,Whole Foods,YCO Item,"$2,875.13 ","$5,227.50 "
7/28/2005,North,Luke,Yahoo,DQI Item,"$1,115.28 ","$2,027.79 "
7/27/2005,North,Chin,Google,LHL Item,"$5,568.69 ","$9,438.45 "
7/20/2005,North,Steven,Solar and Wind Inc.,ELV Item,"$2,051.05 ","$4,769.89 "
7/17/2005,North,Rhonda,Amazon.com,RWD Item,"$2,341.16 ","$3,121.54 "
7/15/2005,North,Sheliadawn,Google,IAF Item,"$1,908.55 ","$2,544.73 "
7/14/2005,North,Chin,Home Depot,VIT Item,"$4,235.53 ","$7,700.97 "
7/13/2005,North,Luke,Google,RJB Item,"$5,510.95 ","$9,340.60 "
7/12/2005,North,Jon,Office Depot,UNV Item,$287.65 ,$326.88 
7/10/2005,North,Rhonda,McLendon's Hardware,ZST Item,"$4,941.51 ","$8,984.56 "
7/9/2005,North,Jon,Peet's Coffee,SKY Item,"$2,437.02 ","$6,586.53 "
7/4/2005,North,Rhonda,McLendon's Hardware,OVE Item,$344.94 ,$368.92 
7/3/2005,North,Jon,Costco,YOU Item,"$1,034.15 ","$1,783.01 "
7/1/2005,North,Troung,The Economist,NZW Item,"$2,448.41 ","$2,618.62 "
6/24/2005,North,Sheliadawn,Costco,RLH Item,"$1,402.97 ","$1,594.28 "
6/22/2005,North,Jeri,ExcelIsVeryFun.com,RYL Item,"$1,658.90 ","$3,857.91 "
6/18/2005,North,Luke,Home Depot,YSR Item,"$1,527.28 ","$3,393.96 "
6/17/2005,North,Jon,Peet's Coffee,YOY Item,"$6,311.32 ","$9,281.35 "
6/16/2005,North,Sheliadawn,ExcelIsVeryFun.com,FKX Item,"$4,235.80 ","$4,813.41 "
6/14/2005,North,Sheliadawn,Whole Foods,JFV Item,"$1,378.24 ","$3,205.22 "
6/11/2005,North,Troung,Nature Company,UHK Item,"$3,079.00 ","$6,842.23 "
6/6/2005,North,Troung,Sherman Williams,ZZU Item,$989.70 ,"$2,674.87 "
6/4/2005,North,Luke,Home Depot,KYJ Item,"$1,895.99 ","$3,447.26 "
6/1/2005,North,Sheliadawn,Yahoo,HAK Item,"$8,346.09 ","$8,926.30 "
5/30/2005,North,Steven,Costco,HPU Item,$222.68 ,$494.84 
5/28/2005,North,Jeri,Costco,EHF Item,"$4,924.26 ","$8,953.20 "
5/28/2005,North,Jon,Home Depot,RLN Item,"$2,445.42 ","$6,609.23 "
5/27/2005,North,Steven,Nature Company,OGH Item,"$2,116.40 ","$4,921.86 "
5/20/2005,North,Sheliadawn,Home Depot,XOU Item,"$3,636.08 ","$6,269.11 "
5/19/2005,North,Chin,Costco,VQG Item,"$5,267.87 ","$5,634.09 "
5/19/2005,North,Troung,Peet's Coffee,IKM Item,$348.73 ,$774.96 
5/8/2005,North,Rhonda,Office Depot,STV Item,$814.52 ,"$1,810.04 "
5/5/2005,North,Luke,Solar and Wind Inc.,EXM Item,"$5,754.94 ","$9,754.13 "
5/2/2005,North,Sheliadawn,Yahoo,LBC Item,"$1,178.50 ","$3,185.13 "
5/1/2005,North,Steven,Sherman Williams,QIL Item,"$2,952.36 ","$3,354.96 "
4/30/2005,North,Chin,Google,WPF Item,"$2,401.73 ","$6,491.17 "
4/30/2005,North,Troung,Sherman Williams,BVD Item,"$2,624.65 ","$4,448.56 "
4/27/2005,North,Luke,Nature Company,IBH Item,"$2,387.45 ","$2,553.42 "
4/25/2005,North,Rhonda,Nature Company,EWC Item,"$8,208.34 ","$9,327.66 "
4/25/2005,North,Luke,Whole Foods,SRN Item,"$4,662.30 ","$6,856.33 "
4/23/2005,North,Chin,Home Depot,TOD Item,$207.47 ,$305.10 
4/21/2005,North,Rhonda,Yahoo,PLO Item,"$2,494.63 ","$4,301.08 "
4/15/2005,North,Troung,Costco,STS Item,"$4,387.37 ","$7,436.22 "
4/14/2005,North,Chin,ExcelIsVeryFun.com,FDS Item,"$2,823.15 ","$6,273.66 "
4/14/2005,North,Luke,Nature Company,VZO Item,$447.35 ,"$1,209.05 "
4/9/2005,North,Jon,ExcelIsVeryFun.com,WWR Item,"$4,048.58 ","$5,953.80 "
4/7/2005,North,Jeri,Nature Company,IFX Item,"$5,761.58 ","$6,162.12 "
4/7/2005,North,Luke,Office Depot,VRK Item,"$4,155.90 ","$6,111.62 "
4/7/2005,North,Rhonda,Solar and Wind Inc.,SAK Item,$865.99 ,"$1,924.43 "
4/5/2005,North,Jeri,Amazon.com,VCV Item,"$4,593.69 ","$6,755.43 "
4/3/2005,North,Steven,Costco,WJT Item,$732.19 ,"$1,978.89 "
3/28/2005,North,Jon,Solar and Wind Inc.,PPV Item,$374.39 ,"$1,011.87 "
3/26/2005,North,Luke,Yahoo,ECG Item,"$4,993.19 ","$9,078.53 "
3/24/2005,North,Jeri,Costco,ZCV Item,"$3,540.59 ","$6,437.43 "
3/20/2005,North,Jon,Yahoo,QZK Item,"$3,705.64 ","$6,389.03 "
3/15/2005,North,Chin,Sherman Williams,QDF Item,"$1,115.88 ","$1,268.05 "
3/14/2005,North,Steven,Whole Foods,INI Item,"$2,282.18 ","$3,356.15 "
3/12/2005,North,Luke,ExcelIsVeryFun.com,UKX Item,"$1,499.63 ","$2,205.34 "
3/11/2005,North,Troung,Solar and Wind Inc.,ATJ Item,"$2,597.27 ","$4,478.05 "
3/8/2005,North,Sheliadawn,Home Depot,BHM Item,$62.33 ,$83.10 
2/28/2005,North,Chin,Whole Foods,DFX Item,$854.76 ,"$1,899.47 "
2/27/2005,North,Troung,Google,NFX Item,"$5,707.82 ","$6,486.16 "
2/26/2005,North,Chin,The Economist,HTD Item,"$3,176.73 ","$4,235.64 "
2/26/2005,North,Steven,Peet's Coffee,TMU Item,"$1,410.76 ","$1,508.83 "
2/25/2005,North,Steven,Home Depot,SXM Item,"$3,112.87 ","$4,150.49 "
2/18/2005,North,Rhonda,The Economist,VRS Item,"$3,065.08 ","$8,283.99 "
2/17/2005,North,Sheliadawn,Whole Foods,QHL Item,"$2,036.94 ","$3,703.52 "
2/14/2005,North,Luke,Amazon.com,JGN Item,"$1,698.67 ","$4,590.99 "
2/8/2005,North,Luke,Amazon.com,QDO Item,"$3,726.31 ","$4,234.44 "
2/7/2005,North,Rhonda,The Economist,BSR Item,"$2,178.46 ","$4,841.03 "
2/7/2005,North,Luke,McLendon's Hardware,MUF Item,"$3,726.03 ","$3,985.06 "
2/6/2005,North,Jon,McLendon's Hardware,HJZ Item,"$5,322.37 ","$7,827.02 "
2/6/2005,North,Jon,The Economist,TLQ Item,"$2,084.69 ","$5,634.31 "
1/29/2005,North,Rhonda,Solar and Wind Inc.,XFU Item,$969.04 ,"$2,253.57 "
1/29/2005,North,Chin,Amazon.com,TSR Item,$185.38 ,$272.62 
1/28/2005,North,Steven,Sherman Williams,RVI Item,$510.95 ,$681.27 
1/27/2005,North,Troung,ExcelIsVeryFun.com,VPP Item,"$1,915.55 ","$5,177.16 "
1/27/2005,North,Sheliadawn,Google,MUA Item,"$2,050.25 ","$3,727.72 "
1/26/2005,North,Jeri,Nature Company,YIV Item,$916.59 ,"$1,222.12 "
1/25/2005,North,Jon,The Economist,ZJS Item,"$5,002.53 ","$6,670.04 "
1/22/2005,North,Sheliadawn,Amazon.com,BKQ Item,$521.25 ,"$1,408.78 "
1/20/2005,North,Chin,Nature Company,ZZU Item,"$5,085.31 ","$6,780.41 "
1/20/2005,North,Jon,Office Depot,KZG Item,$466.65 ,"$1,085.23 "
1/16/2005,North,Jon,Office Depot,NLD Item,"$3,468.34 ","$6,306.08 "
1/15/2005,North,Chin,Whole Foods,SXF Item,"$2,303.82 ","$3,071.76 "
1/12/2005,North,Chin,Amazon.com,YHR Item,"$3,305.90 ","$7,346.45 "
1/10/2005,North,Troung,Amazon.com,NBH Item,"$5,815.10 ","$6,608.07 "
1/9/2005,North,Jon,Costco,MYE Item,"$3,330.01 ","$7,400.03 "
1/7/2005,North,Luke,Solar and Wind Inc.,JEC Item,"$3,894.43 ","$6,600.73 "
1/3/2005,North,Chin,Google,DVU Item,"$1,690.76 ","$3,074.11 "
1/2/2005,North,Jon,Sherman Williams,XSP Item,"$4,158.20 ","$5,544.26 "
12/31/2004,North,Steven,ExcelIsVeryFun.com,YAE Item,"$8,667.17 ","$9,849.06 "
12/27/2004,North,Jeri,The Economist,KWJ Item,"$5,832.41 ","$7,776.55 "
12/27/2004,North,Jon,Peet's Coffee,JLP Item,"$1,919.00 ","$3,252.54 "
12/21/2004,North,Luke,The Economist,WSA Item,"$1,749.07 ","$1,870.66 "
12/14/2004,North,Chin,Office Depot,NCF Item,"$4,676.44 ","$8,062.83 "
12/14/2004,North,Jon,Nature Company,JSK Item,$699.70 ,"$1,206.38 "
12/11/2004,North,Luke,Home Depot,LFD Item,"$3,413.63 ","$9,226.02 "
12/8/2004,North,Chin,ExcelIsVeryFun.com,EOP Item,"$5,488.98 ","$9,303.35 "
12/7/2004,North,Rhonda,Google,EHO Item,"$2,540.20 ","$2,886.59 "
12/6/2004,North,Jeri,Home Depot,NJY Item,$54.29 ,$126.25 
12/4/2004,North,Chin,Whole Foods,VHG Item,"$2,970.70 ","$4,368.67 "
12/4/2004,North,Steven,The Economist,RDD Item,"$1,980.14 ","$2,640.18 "
12/1/2004,North,Jeri,Costco,CJK Item,"$7,115.33 ","$8,085.60 "
12/1/2004,North,Sheliadawn,Home Depot,BPJ Item,$730.54 ,"$1,238.20 "
11/29/2004,North,Sheliadawn,Nature Company,HQT Item,"$4,756.44 ","$6,994.77 "
11/26/2004,North,Chin,ExcelIsVeryFun.com,MFB Item,"$3,238.57 ","$3,463.71 "
11/23/2004,North,Jeri,Sherman Williams,KGM Item,"$4,699.11 ","$5,339.90 "
11/23/2004,North,Troung,Amazon.com,PJA Item,$682.21 ,"$1,240.38 "
11/21/2004,North,Rhonda,Nature Company,NDX Item,"$5,029.90 ","$8,525.25 "
11/19/2004,North,Jon,Home Depot,ZZU Item,"$4,198.02 ","$7,115.29 "
11/10/2004,North,Steven,Whole Foods,IGA Item,$243.90 ,$443.46 
11/4/2004,North,Rhonda,Whole Foods,VBF Item,"$5,753.49 ","$9,919.81 "
10/30/2004,North,Sheliadawn,Whole Foods,UFK Item,"$4,304.00 ","$7,825.46 "
10/20/2004,North,Troung,Yahoo,XKA Item,"$5,499.78 ","$8,087.91 "
